land,habitat,1
type,rock,1
food,supply,1
deep-sea,zone,1
supports,assemblages,1
pressure,increases,1
deep-sea,sites,1
surface,production,1
particle,size,1
kelp,forests,1
share,characteristics,1
water,column,1
